                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                    1340                                     1026                  1.0000000000000000E+003                  2.0000000000000000E-016                  2.4811664748489016E+005                  3.2673899593419333E+002                  1.0170441145412149E+005                  2.9558421643333420E+007                  1.7535569481326974E+001                 -5.1344461947243589E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999373032804695E-001                  4.5238017288355973E-006                  1.6643703082380414E-006                  1.0359251842162985E-008                  7.1140664374233649E-008                  9.9997373615736433E+002                 -1.2266436085588354E-007                  6.8724778253384181E+002                  1.9722760536272955E-004                  3.1272575288213420E+002                  5.0998078891427039E-007                  2.9783976577323557E-006                  1.7512597025222302E-008                  7.8923671766895723E-009                  4.6533197494928201E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9997373592584847E+002                  1.7461780486525345E+001                  9.9997373360971881E+002                  1.7374165818076399E+001                  2.3249792778467901E+004                  4.5285129264740208E+004                  3.3830417206424061E+005                  2.9660368996368594E+007                  2.9660368922732297E+007                  7.3266775965084643E-002                  2.0630100789323470E+006                  5.0000000000000000E+001                  1.0000000000000000E+003                  7.8301023748554199E+012                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20210425" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       dm                                     grav                                    log_g                                   radius                                radius_cm                               mass_grams                                     mmid                              temperature                                   energy                                      rho                                 pressure                                     prad                                     pgas                       net_nuclear_energy                               net_energy                     eps_nuc_plus_nuc_neu                                  eps_nuc                          log_abs_eps_nuc                        eps_nuc_neu_total                                  opacity                              log_opacity                               luminosity                                 log_Lrad                                 log_Ledd                           log_L_div_Ledd                        log_Lrad_div_Ledd                           log_Lrad_div_L                             total_energy                             conv_L_div_L                         log_conv_L_div_L                     lum_conv_div_lum_rad                        lum_rad_div_L_Edd                           lum_conv_div_L                            lum_rad_div_L                                    gradT                               extra_heat                                  extra_L                              log_extra_L                               extra_heat                      cell_DM_energy_rate                 cell_DM_annihlation_rate                      d_extra_heat_dlnR00                      d_extra_heat_dlnRp1                      d_extra_heat_dlndm1                      d_extra_heat_dlnd00                      d_extra_heat_dlndp1                      d_extra_heat_dlnTm1                      d_extra_heat_dlnT00                      d_extra_heat_dlnTp1 
                                       1                  9.9997373615736433E+002                  1.2439198744993467E+000                  5.0081819667617937E+000                 -8.9256964948793183E+000                  5.4607470218587659E+000                  7.5999999999999013E-001                  2.4000000000000984E-001                  0.0000000000000000E+000                  9.9457387798236317E+023                  8.9132933084237462E+004                  4.9500381980227122E+000                  1.7535569481326974E+001                  1.2204405647613948E+012                  1.9891477559642291E+036                  9.9997373615711433E+002                  1.0190182611087874E+005                  7.2506979662195038E+014                  1.1865977079723995E-009                  2.8889965409714542E+005                  2.7193154902377143E+005                  1.6968105073374016E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1331810809428869E-028                  2.0511226039202018E-028                 -2.7688008379312471E+001                  8.2058477022684895E-030                  3.9192316796121063E-001                 -4.0679906308399727E-001                  2.9558421643333420E+007                  7.4706812399429570E+000                  7.5211630886790326E+000                 -5.0481848736075634E-002                 -5.0480241709349498E-002                  0.0000000000000000E+000                 -1.0805837325740565E+017                  0.0000000000000000E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  8.9026593986736613E-001                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.3634277454347441E-001                  0.0000000000000000E+000                  5.6589374381030505E+011                  1.1752734892656512E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  9.9997373615686433E+002                  1.2439039384013424E+000                  5.0098528048948276E+000                 -8.9142632321787652E+000                  5.4678101453567978E+000                  7.5999999999999013E-001                  2.4000000000000984E-001                  0.0000000000000000E+000                  9.9457387798236317E+023                  8.9139474651443365E+004                  4.9500700702185041E+000                  1.7534926039058075E+001                  1.2203957824663638E+012                  1.9891477559632345E+036                  9.9997373615661434E+002                  1.0229462271170522E+005                  7.1767190340805462E+014                  1.2182509755325855E-009                  2.9363657200658601E+005                  2.7614866569847561E+005                  1.7487906308110407E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1900870435606431E-028                  2.1058395275165433E-028                 -2.7676574726678258E+001                  8.4247516044099887E-030                  3.9229010430197492E-001                 -4.0639264701002936E-001                  2.9558421643333577E+007                  7.4706812399429587E+000                  7.5211630886790326E+000                 -5.0481848736073358E-002                 -5.0480241709349498E-002                  0.0000000000000000E+000                 -1.0806971129842357E+017                  0.0000000000000000E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  8.9026593986736613E-001                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.3656288898388581E-001                  0.0000000000000000E+000                  5.6589374381030505E+011                  1.1752734892656512E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  9.9997373615636445E+002                  1.2438884146771154E+000                  5.0122764437086964E+000                 -8.8986055663759807E+000                  5.4780088495059864E+000                  7.5999999999999002E-001                  2.4000000000000987E-001                  1.1102230246251565E-016                  1.9348974362741203E+024                  8.9145847406032975E+004                  4.9501011176667404E+000                  1.7534299269659464E+001                  1.2203521605697593E+012                  1.9891477559622401E+036                  9.9997373615587810E+002                  1.0286708749565386E+005                  7.0851640850379538E+014                  1.2629740683589148E-009                  3.0061375572892471E+005                  2.8238232155965752E+005                  1.8231434169267162E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.2704899511944285E-028                  2.1831495237198019E-028                 -2.7660916518481148E+001                  8.7340427474626767E-030                  3.9274385920984894E-001                 -4.0589059669442168E-001                  2.9558421643333577E+007                  7.4706812399429587E+000                  7.5207798553271719E+000                 -5.0098615384213292E-002                 -4.8937336226514749E-002                  0.0000000000000000E+000                 -1.0808446040550574E+017                  0.0000000000000000E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  8.9343438689347943E-001                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.3696873115376585E-001                  0.0000000000000000E+000                  5.6589374381030505E+011                  1.1752734892656512E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  9.9997373615539175E+002                  1.2438592789311038E+000                  5.0154095083690189E+000                 -8.8786213658953574E+000                  5.4911905316622622E+000                  7.5999999999999013E-001                  2.4000000000000984E-001                  0.0000000000000000E+000                  1.9537219131069308E+024                  8.9157809358642233E+004                  4.9501593891583413E+000                  1.7533122976211089E+001                  1.2202702928983394E+012                  1.9891477559603051E+036                  9.9997373615490062E+002                  1.0361186913973652E+005                  6.9726020804274875E+014                  1.3224480912366727E-009                  3.0987784827813797E+005                  2.9064962236793461E+005                  1.9228225910203375E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.3774122229986312E-028                  2.2859587463026081E-028                 -2.7640931611392528E+001                  9.1453476696023184E-030                  3.9330581812192905E-001                 -4.0526962908082131E-001                  2.9558421643333580E+007                  7.4706812399429587E+000                  7.5201403032264444E+000                 -4.9459063283485497E-002                 -4.9439145195359933E-002                  0.0000000000000000E+000                 -1.0810288597352557E+017                  0.0000000000000000E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  8.9240265729143853E-001                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.3768712469887768E-001                  0.0000000000000000E+000                  5.6589374381030505E+011                  1.1752734892656512E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  9.9997373615440949E+002                  1.2438311772308703E+000                  5.0182695392071945E+000                 -8.8609580165452133E+000                  5.5031996842865016E+000                  7.5999999999999013E-001                  2.4000000000000987E-001                  0.0000000000000000E+000                  1.6922820675966950E+024                  8.9169348294759708E+004                  4.9502155925583819E+000                  1.7531988504910835E+001                  1.2201913359647842E+012                  1.9891477559583512E+036                  9.9997373615398419E+002                  1.0429645309013054E+005                  6.8802226679886875E+014                  1.3773426108257795E-009                  3.1856619207324210E+005                  2.9840760453546856E+005                  2.0158587537773539E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.4761017025437023E-028                  2.3808518728507449E-028                 -2.7623267623832710E+001                  9.5249829692957585E-030                  3.9376282447546940E-001                 -4.0476528841953557E-001                  2.9558421643333860E+007                  7.4706812399429632E+000                  7.5195576369927135E+000                 -4.8876397049750241E-002                 -4.9188220484883478E-002                  0.0000000000000000E+000                 -1.0811857213340453E+017                  0.0000000000000000E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  8.9291841466263755E-001                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.3834840422337988E-001                  0.0000000000000000E+000                  5.6589374381030505E+011                  1.1752734892656512E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  9.9997373615355889E+002                  1.2438078019699168E+000                  5.0205008900103305E+000                 -8.8475315564200638E+000                  5.5125540015576986E+000                  7.5999999999999013E-001                  2.4000000000000984E-001                  0.0000000000000000E+000                  1.2177626489293271E+024                  8.9178947629069895E+004                  4.9502623430799195E+000                  1.7531044896841262E+001                  1.2201256627303582E+012                  1.9891477559566591E+036                  9.9997373615325273E+002                  1.0483369419613988E+005                  6.8143308047745950E+014                  1.4205889872071237E-009                  3.2550225496786903E+005                  3.0460378080948925E+005                  2.0898474158379759E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5538502782339632E-028                  2.4556096430398544E-028                 -2.7609840669838579E+001                  9.8240635194108573E-030                  3.9408230684432244E-001                 -4.0441306326271770E-001                  2.9558421643331908E+007                  7.4706812399429348E+000                  7.5191202218110504E+000                 -4.8438981868115842E-002                 -4.8989258130256133E-002                  0.0000000000000000E+000                 -1.0813013283489002E+017                  0.0000000000000000E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  8.9332757908614868E-001                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.3886453698557719E-001                  0.0000000000000000E+000                  5.6589374381030505E+011                  1.1752734892656512E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  9.9997373615294669E+002                  1.2437914910132426E+000                  5.0225672464342432E+000                 -8.8356596628792232E+000                  5.5211857072477049E+000                  7.5999999999999013E-001                  2.4000000000000984E-001                  0.0000000000000000E+000                  1.5232479285729966E+024                  8.9185646533301318E+004                  4.9502949649930024E+000                  1.7530386489341240E+001                  1.2200798388851716E+012                  1.9891477559554414E+036                  9.9997373615256367E+002                  1.0533367738402491E+005                  6.7621885125225962E+014                  1.4599579156855920E-009                  3.3203640820706938E+005                  3.1045647013798816E+005                  2.1579938069081196E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.6246280709877739E-028                  2.5236647799758824E-028                 -2.7597968333213675E+001                  1.0096329101189170E-029                  3.9432194868314557E-001                 -4.0414904862629342E-001                  2.9558421643330928E+007                  7.4706812399429197E+000                  7.5188573502651597E+000                 -4.8176110322239951E-002                 -4.7833843769842933E-002                  0.0000000000000000E+000                 -1.0813987781878029E+017                  0.0000000000000000E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  8.9570738767086067E-001                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.3919714852695542E-001                  0.0000000000000000E+000                  5.6589374381030505E+011                  1.1752734892656512E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  9.9997373615218089E+002                  1.2437716360203295E+000                  5.0246628930239581E+000                 -8.8237119789576060E+000                  5.5299383641640629E+000                  7.5999999999999013E-001                  2.4000000000000984E-001                  0.0000000000000000E+000                  1.3118427622426969E+024                  8.9193801651072790E+004                  4.9503346749784960E+000                  1.7529585056770173E+001                  1.2200240607810906E+012                  1.9891477559539181E+036                  9.9997373615185120E+002                  1.0584318329260577E+005                  6.7111216588239488E+014                  1.5006797457978130E-009                  3.3879607019350823E+005                  3.1650698699176806E+005                  2.2289083201740181E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.6978382348749826E-028                  2.5940587204281259E-028                 -2.7586020197230631E+001                  1.0377951444685669E-029                  3.9454916767308273E-001                 -4.0389886845314160E-001                  2.9558421643329766E+007                  7.4706812399429028E+000                  7.5185759419798108E+000                 -4.7894702036907814E-002                 -4.8132504792631751E-002                  0.0000000000000000E+000                 -1.0814955634010848E+017                  0.0000000000000000E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  8.9509162824159094E-001                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.3957421165075615E-001                  0.0000000000000000E+000                  5.6589374381030505E+011                  1.1752734892656512E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  9.9997373615152139E+002                  1.2437549985237737E+000                  5.0272884280128967E+000                 -8.8095604180240858E+000                  5.5408561312074411E+000                  7.5999999999999013E-001                  2.4000000000000984E-001                  0.0000000000000000E+000                  2.3050332545625682E+024                  8.9200635808391118E+004                  4.9503679499713211E+000                  1.7528913524349630E+001                  1.2199773234676855E+012                  1.9891477559526062E+036                  9.9997373615094193E+002                  1.0648499823047139E+005                  6.6595490879388538E+014                  1.5503850858739659E-009                  3.4742105215854663E+005                  3.2425407417951815E+005                  2.3166977979028467E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7871992075946380E-028                  2.6799821859468397E-028                 -2.7571868092751320E+001                  1.0721702164779815E-029                  3.9474778917593617E-001                 -4.0368029362208757E-001                  2.9558421643328823E+007                  7.4706812399428895E+000                  7.5183777780430718E+000                 -4.7696538100182616E-002                 -4.6619751969990575E-002                  0.0000000000000000E+000                 -1.0816034385344931E+017                  0.0000000000000000E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  8.9821488545600492E-001                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.3986376751522012E-001                  0.0000000000000000E+000                  5.6589374381030505E+011                  1.1752734892656512E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
